Category,Subcategory,Language,Phrase,phrase_length
Student Financial Services,SFS Course Withdrawal Questions,EN,Could you assist me with the paperwork for course withdrawal?,61.0
Student Financial Services,SFS Course Withdrawal Questions,EN,I'm withdrawing from my class to get involved in a research opportunity.,72.0
Student Financial Services,SFS Course Withdrawal Questions,EN,I have a question about withdrawing from my course.,51.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Can you help me understand the withdrawal process for SFS?,58.0
Student Financial Services,SFS Course Withdrawal Questions,EN,What is the deadline for withdrawing from a class?,50.0
Student Financial Services,SFS Course Withdrawal Questions,EN,How does withdrawing affect my financial aid?,45.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Where can I find the forms for course withdrawal?,49.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Is there a fee associated with dropping a course?,49.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Can I still receive a refund if I withdraw now?,47.0
Student Financial Services,SFS Course Withdrawal Questions,EN,What happens to my scholarship if I withdraw from a course?,59.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Are there academic penalties for withdrawing from a course?,59.0
Student Financial Services,SFS Course Withdrawal Questions,EN,I need assistance with the steps for withdrawing from a class.,62.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Who do I contact for further information about course withdrawals?,66.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Could you clarify how many courses I can withdraw from each semester?,69.0
Student Financial Services,SFS Course Withdrawal Questions,EN,What happens to my tuition payment if I withdraw?,49.0
Student Financial Services,SFS Course Withdrawal Questions,EN,I’m confused about the late withdrawal policy. Can you explain it?,66.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Is there a way to appeal a withdrawal decision?,47.0
Student Financial Services,SFS Course Withdrawal Questions,EN,How do I inform my professor about my course withdrawal?,56.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Can I withdraw from a course after the official deadline?,57.0
Student Financial Services,SFS Course Withdrawal Questions,EN,What are the implications of withdrawing on my GPA?,51.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Will I still be able to enroll in the same course later if I withdraw?,70.0
Student Financial Services,SFS Course Withdrawal Questions,EN,Are there any resources available for students considering a withdrawal?,72.0
Student Financial Services,SFS Course Withdrawal Questions,EN,How can I make an appointment to discuss my withdrawal options?,63.0
Student Financial Services,SFS General Questions,EN,"Hey, I have a quick question about my financial aid status.",59.0
Student Financial Services,SFS General Questions,EN,Can you help me understand my tuition bill?,43.0
Student Financial Services,SFS General Questions,EN,"I'm not sure how to apply for scholarships, any tips?",53.0
Student Financial Services,SFS General Questions,EN,Do you know when I'll get my refund?,36.0
Student Financial Services,SFS General Questions,EN,"I need some info on work-study options, please.",47.0
Student Financial Services,SFS General Questions,EN,Is there a way to see my financial aid package online?,54.0
Student Financial Services,SFS General Questions,EN,How do I set up a payment plan for my tuition?,46.0
Student Financial Services,SFS General Questions,EN,Can you explain the grants I was awarded?,41.0
Student Financial Services,SFS General Questions,EN,What do I do if I missed the financial aid deadline?,52.0
Student Financial Services,SFS General Questions,EN,"I heard about some new scholarships, can you tell me about them?",64.0
Student Financial Services,SFS General Questions,EN,How can I update my financial information?,42.0
Student Financial Services,SFS General Questions,EN,What should I do if I'm having trouble with my loan applications?,65.0
Student Financial Services,SFS General Questions,EN,Can I get help with budgeting my expenses?,42.0
Student Financial Services,SFS General Questions,EN,I want to know more about the cost of living estimates.,55.0
Student Financial Services,SFS General Questions,EN,Is there a way to get emergency financial assistance?,53.0
